ID,op_status,total_funding_usd,funding_rounds,first_funding_date,last_funding_date,num_investors,funding_duration,first_funding_utc,last_funding_utc,successful_investment
35339,operating,,1,04-09-2014,04-09-2014,2,0,16317,16317,0
35340,closed,,1,01-01-2007,01-01-2007,1,0,13514,13514,0
35341,operating,40000,1,01-06-2014,01-06-2014,1,0,16222,16222,0
35342,operating,10000000,1,14-10-2014,14-10-2014,1,0,16357,16357,0
35343,operating,5375706,3,20-03-2015,20-10-2015,11,214,16514,16728,0
35344,closed,12250000,2,01-03-2008,09-12-2010,2,1013,13939,14952,0
35345,operating,18527468,7,18-11-2008,11-03-2015,11,2304,14201,16505,0
35346,operating,600000,2,18-08-2014,01-12-2115,3,36994,16300,53294,0
35347,operating,2800000,2,17-01-2012,13-12-2013,4,696,15356,16052,0
35348,operating,124000000,6,14-12-2005,06-06-2014,21,3096,13131,16227,0
35349,operating,45742501,3,15-11-2012,03-06-2015,2,930,15659,16589,0
35350,operating,175000000,1,22-04-2015,22-04-2015,1,0,16547,16547,0
35351,operating,14269616,5,20-02-2007,30-01-2013,7,2171,13564,15735,0
35352,operating,,1,29-01-2015,29-01-2015,2,0,16464,16464,0
35353,operating,4400000,2,25-03-2015,21-10-2015,1,210,16519,16729,0
35354,operating,14578000,2,29-12-2014,18-02-2015,1,51,16433,16484,0
35355,operating,12690000,6,06-01-2009,12-06-2015,2,2348,14250,16598,0
35356,operating,,1,04-01-2011,04-01-2011,1,0,14978,14978,0
35357,ipo,374995300,8,07-01-2002,24-02-2015,16,4796,11694,16490,1
35358,operating,75000000,1,17-04-2013,17-04-2013,3,0,15812,15812,0
35359,operating,1100000,1,01-04-2011,01-04-2011,12,0,15065,15065,0
35360,acquired,3450000,3,01-01-2007,27-05-2009,19,877,13514,14391,1
35361,operating,614500,2,10-06-2013,12-12-2014,1,550,15866,16416,0
35362,acquired,618000,2,08-10-2012,01-03-2013,6,144,15621,15765,1
35363,closed,62515,1,01-01-2013,01-01-2013,1,0,15706,15706,0
35364,operating,42607,1,01-01-2014,01-01-2014,1,0,16071,16071,0
35365,operating,,1,01-12-2014,01-12-2014,1,0,16405,16405,0
35366,operating,,1,11-02-2015,11-02-2015,3,0,16477,16477,0
35367,operating,562000000,6,15-11-2005,17-02-2012,10,2285,13102,15387,0
35368,operating,34000000,1,06-11-2015,06-11-2015,1,0,16745,16745,0
35369,operating,2894000,6,08-11-2007,24-02-2015,1,2665,13825,16490,0
35370,closed,,1,01-02-2009,01-02-2009,1,0,14276,14276,0
35371,closed,,2,04-10-2008,01-03-2010,4,513,14156,14669,0
35372,operating,1450000,2,20-03-2013,04-06-2014,2,441,15784,16225,0
35373,operating,11695563,4,01-10-2010,10-02-2015,14,1593,14883,16476,0
35374,acquired,,1,01-01-2008,01-01-2008,2,0,13879,13879,1
35375,operating,250000,1,06-11-2013,06-11-2013,3,0,16015,16015,0
35376,operating,,1,01-09-2014,01-09-2014,1,0,16314,16314,0
35377,acquired,41346439,6,01-02-2005,04-10-2011,8,2436,12815,15251,1
35378,acquired,27500000,3,08-08-2008,15-05-2012,4,1376,14099,15475,1
35379,acquired,5000000,2,15-01-2010,25-08-2011,1,587,14624,15211,1
35380,operating,335110,1,01-08-2014,01-08-2014,2,0,16283,16283,0
35381,acquired,22165091,10,26-09-2006,06-05-2010,2,1318,13417,14735,1
35382,closed,10000000,1,09-03-2004,09-03-2004,1,0,12486,12486,0
35383,operating,,1,28-03-2012,28-03-2012,1,0,15427,15427,0
35384,operating,,1,01-04-2013,01-04-2013,1,0,15796,15796,0
35385,acquired,565000000,1,12-11-2013,12-11-2013,4,0,16021,16021,1
35386,operating,132975,1,13-09-2013,13-09-2013,1,0,15961,15961,0
35387,ipo,135100005,3,20-06-2011,31-12-2012,11,560,15145,15705,1
35388,operating,8100000,2,06-01-2015,11-06-2015,7,156,16441,16597,0
35389,ipo,4345000,2,25-07-2014,15-05-2015,1,294,16276,16570,1
35390,operating,6400000,2,20-03-2013,13-03-2014,4,358,15784,16142,0
35391,operating,1000000,1,05-07-2013,05-07-2013,2,0,15891,15891,0
35392,operating,40000,2,08-11-2012,04-12-2012,2,26,15652,15678,0
35393,ipo,417040423,10,12-10-2006,27-02-2012,16,1964,13433,15397,1
35394,operating,57350000,2,27-11-2012,10-11-2015,4,1078,15671,16749,0
35395,operating,144860,2,14-01-2010,01-09-2011,3,595,14623,15218,0
35396,operating,94500000,7,19-05-2008,10-11-2015,29,2731,14018,16749,0
35397,operating,2100000,1,21-05-2015,21-05-2015,4,0,16576,16576,0
35398,acquired,70100000,3,06-02-2007,31-10-2008,8,633,13550,14183,1
35399,operating,73884800,4,18-04-2005,25-03-2010,13,1802,12891,14693,0
35400,acquired,30000000,1,02-12-1999,02-12-1999,2,0,10927,10927,1
35401,operating,5900000,2,31-10-2012,16-10-2013,1,350,15644,15994,0
35402,operating,650000,1,29-12-2010,29-12-2010,6,0,14972,14972,0
35403,operating,50000,1,02-03-2015,02-03-2015,1,0,16496,16496,0
35404,operating,240000,1,15-06-2012,15-06-2012,3,0,15506,15506,0
35405,operating,,1,05-08-2015,05-08-2015,7,0,16652,16652,0
35406,acquired,2000000,1,27-02-2013,27-02-2013,3,0,15763,15763,1
35407,closed,400000,1,15-01-2015,15-01-2015,3,0,16450,16450,0
35408,closed,1800000,1,16-03-2012,16-03-2012,10,0,15415,15415,0
35409,acquired,840000,3,05-06-2009,31-05-2012,3,1091,14400,15491,1
35410,operating,1286600,1,22-08-2013,22-08-2013,2,0,15939,15939,0
35411,operating,,1,01-11-2014,01-11-2014,4,0,16375,16375,0
35412,operating,58250000,6,06-03-2009,10-12-2013,19,1740,14309,16049,0
35413,operating,300000,1,04-02-2013,04-02-2013,3,0,15740,15740,0
35414,operating,160000,1,11-02-2008,11-02-2008,1,0,13920,13920,0
35415,operating,2504936,4,01-08-2012,12-09-2014,4,772,15553,16325,0
35416,acquired,,1,02-12-1998,02-12-1998,1,0,10562,10562,1
35417,operating,48919968,1,07-04-2011,07-04-2011,1,0,15071,15071,0
35418,operating,280338,1,07-01-2013,07-01-2013,1,0,15712,15712,0
35419,closed,888840,1,05-05-2011,05-05-2011,2,0,15099,15099,0
35420,operating,141526000,1,22-11-2013,22-11-2013,2,0,16031,16031,0
35421,operating,3500000,2,01-11-2014,14-01-2015,21,74,16375,16449,0
35422,operating,38000000,3,26-09-2013,17-06-2015,5,629,15974,16603,0
35423,acquired,42500002,7,15-05-2009,21-11-2013,6,1651,14379,16030,1
35424,operating,16100000,3,02-06-2004,30-11-2009,10,2007,12571,14578,0
35425,operating,10000,1,15-06-2010,15-06-2010,1,0,14775,14775,0
35426,operating,57075746,5,01-02-2008,10-08-2015,5,2747,13910,16657,0
35427,operating,116000000,2,06-06-2014,20-01-2015,3,228,16227,16455,0
35428,operating,480000,6,01-05-2013,15-01-2015,10,624,15826,16450,0
35429,acquired,1875000,1,01-03-2013,01-03-2013,14,0,15765,15765,1
35430,operating,,1,20-12-2011,20-12-2011,1,0,15328,15328,0
35431,operating,,1,16-05-2014,16-05-2014,1,0,16206,16206,0
35432,operating,187500,2,01-05-2013,03-05-2015,1,732,15826,16558,0
35433,operating,85381111,5,06-09-2006,20-07-2010,11,1413,13397,14810,0
35434,acquired,48131961,6,21-12-2004,15-06-2012,15,2733,12773,15506,1
35435,operating,565000,2,01-11-2012,15-01-2013,3,75,15645,15720,0
35436,operating,,1,09-07-2014,09-07-2014,1,0,16260,16260,0
35437,operating,6750000,2,02-03-2006,14-08-2014,4,3087,13209,16296,0
35438,operating,,1,13-07-2013,13-07-2013,1,0,15899,15899,0
35439,operating,4800000,1,03-03-2003,03-03-2003,2,0,12114,12114,0
35440,closed,58000000,1,14-08-2008,14-08-2008,1,0,14105,14105,0
35441,closed,19024912,5,24-07-2006,25-09-2013,3,2620,13353,15973,0
35442,operating,140354.7018,3,01-05-2012,01-10-2013,2,518,15461,15979,0
35443,operating,5484092,2,07-05-2013,28-11-2014,6,570,15832,16402,0
35444,operating,1146078,1,15-10-2014,15-10-2014,1,0,16358,16358,0
35445,operating,184894.1481,2,02-03-2015,13-11-2015,1,256,16496,16752,0
35446,operating,,1,19-09-2009,19-09-2009,1,0,14506,14506,0
35447,operating,1000000,1,01-05-2000,01-05-2000,1,0,11078,11078,0
35448,operating,1700000,1,29-09-2015,29-09-2015,4,0,16707,16707,0
35449,operating,,1,01-01-2008,01-01-2008,1,0,13879,13879,0
35450,closed,21189,1,05-09-2011,05-09-2011,1,0,15222,15222,0
35451,closed,15000,1,29-01-2012,29-01-2012,2,0,15368,15368,0
35452,operating,19299,1,11-11-2013,11-11-2013,1,0,16020,16020,0
35453,operating,,1,21-07-2014,21-07-2014,1,0,16272,16272,0
35454,operating,,2,11-05-2011,22-07-2014,2,1168,15105,16273,0
35455,operating,145000,1,09-06-2015,09-06-2015,3,0,16595,16595,0
35456,operating,4596695,2,01-11-2012,28-01-2014,2,453,15645,16098,0
35457,operating,,1,10-10-2011,10-10-2011,3,0,15257,15257,0
35458,operating,281000,2,01-05-2013,15-08-2014,1,471,15826,16297,0
35459,acquired,10200000,1,04-03-2004,04-03-2004,2,0,12481,12481,1
35460,operating,477269,2,15-04-2013,01-03-2014,1,320,15810,16130,0
35461,operating,3750000,2,01-05-2012,24-02-2015,2,1029,15461,16490,0
35462,operating,16249,1,19-07-2015,19-07-2015,1,0,16635,16635,0
35463,operating,,1,01-03-2013,01-03-2013,1,0,15765,15765,0
35464,operating,,1,01-06-2012,01-06-2012,1,0,15492,15492,0
35465,operating,200000,1,22-12-2013,22-12-2013,1,0,16061,16061,0
35466,acquired,17000000,2,27-01-2003,14-09-2005,8,961,12079,13040,1
35467,operating,,1,23-08-2011,23-08-2011,1,0,15209,15209,0
35468,operating,,1,11-09-2013,11-09-2013,1,0,15959,15959,0
35469,operating,3000000,1,01-02-2000,01-02-2000,2,0,10988,10988,0
35470,acquired,14500000,2,01-11-2004,01-07-2005,6,242,12723,12965,1
35471,operating,41102097,4,11-11-2008,10-06-2013,6,1672,14194,15866,0
35472,closed,6000000,1,31-10-2005,31-10-2005,4,0,13087,13087,0
35473,operating,8263276,2,24-09-2014,13-11-2014,2,50,16337,16387,0
35474,operating,720000,1,10-11-2015,10-11-2015,1,0,16749,16749,0
35475,operating,,1,01-12-2011,01-12-2011,1,0,15309,15309,0
35476,operating,28597346,2,20-07-2012,28-08-2015,1,1134,15541,16675,0
35477,acquired,3600000,2,04-10-2006,24-06-2009,3,994,13425,14419,1
35478,operating,1746599,2,05-08-2014,04-02-2015,2,183,16287,16470,0
35479,operating,1675621,1,01-06-2014,01-06-2014,1,0,16222,16222,0
35480,operating,,1,10-02-2013,10-02-2013,1,0,15746,15746,0
35481,operating,240000,2,01-05-2013,12-02-2015,1,652,15826,16478,0
35482,operating,198493,2,01-02-2014,01-09-2014,3,212,16102,16314,0
35483,operating,16626989,3,01-09-2013,26-08-2015,11,724,15949,16673,0
35484,operating,875000,1,16-04-2004,16-04-2004,2,0,12524,12524,0
35485,operating,2414,1,08-10-2012,08-10-2012,1,0,15621,15621,0
35486,operating,,1,22-10-2015,22-10-2015,2,0,16730,16730,0
35487,operating,5000000,1,09-04-2008,09-04-2008,1,0,13978,13978,0
35488,operating,,1,01-06-2009,01-06-2009,1,0,14396,14396,0
35489,operating,6100000,2,19-11-2012,25-08-2015,14,1009,15663,16672,0
35490,operating,40000,1,23-08-2013,23-08-2013,1,0,15940,15940,0
35491,operating,1000000,1,25-06-2014,25-06-2014,1,0,16246,16246,0
35492,operating,131945,1,21-03-2012,21-03-2012,11,0,15420,15420,0
35493,operating,,1,12-12-2012,12-12-2012,1,0,15686,15686,0
35494,operating,,2,01-01-2014,01-10-2014,2,273,16071,16344,0
35495,operating,2000000,1,14-08-2015,14-08-2015,1,0,16661,16661,0
35496,operating,6500000,1,06-05-2011,06-05-2011,1,0,15100,15100,0
35497,operating,36400000,2,16-08-2002,13-05-2005,7,1001,11915,12916,0
35498,operating,5530000,1,26-11-2008,26-11-2008,3,0,14209,14209,0
35499,operating,27125000,4,04-06-2012,03-12-2015,16,1277,15495,16772,0
35500,operating,60000,3,02-01-2015,24-08-2015,3,234,16437,16671,0
35501,operating,13150000,3,27-06-2012,20-10-2015,15,1210,15518,16728,0
35502,operating,49342,1,15-04-2013,15-04-2013,1,0,15810,15810,0
35503,operating,,1,15-09-2015,15-09-2015,2,0,16693,16693,0
35504,operating,38126,1,01-04-2015,01-04-2015,2,0,16526,16526,0
35505,closed,32000000,1,09-08-2005,09-08-2005,6,0,13004,13004,0
35506,closed,,1,01-01-2008,01-01-2008,1,0,13879,13879,0
35507,acquired,2600000,1,30-03-2010,30-03-2010,4,0,14698,14698,1
35508,closed,,1,01-01-2013,01-01-2013,1,0,15706,15706,0
35509,operating,2285900,2,06-11-2006,03-06-2013,3,2401,13458,15859,0
35510,closed,500000,1,09-06-2009,09-06-2009,1,0,14404,14404,0
35511,operating,270000,1,01-12-2013,01-12-2013,2,0,16040,16040,0
35512,operating,9750000,1,28-07-2015,28-07-2015,4,0,16644,16644,0
35513,operating,,1,26-06-2014,26-06-2014,1,0,16247,16247,0
35514,operating,30042016.63,2,01-04-2014,01-07-2015,1,456,16161,16617,0
35515,operating,1470000,1,08-01-2008,08-01-2008,1,0,13886,13886,0
35516,closed,1160000,1,29-11-2005,29-11-2005,1,0,13116,13116,0
35517,operating,738516,2,18-10-2013,05-05-2014,3,199,15996,16195,0
35518,operating,,1,13-08-2013,13-08-2013,1,0,15930,15930,0
35519,operating,1500000,1,25-11-2012,25-11-2012,1,0,15669,15669,0
35520,operating,500000,1,09-09-2014,09-09-2014,1,0,16322,16322,0
35521,operating,,1,01-02-2000,01-02-2000,1,0,10988,10988,0
35522,operating,,1,02-10-2014,02-10-2014,5,0,16345,16345,0
35523,acquired,4000000,1,07-10-2004,07-10-2004,3,0,12698,12698,1
35524,acquired,115015,2,29-07-2013,01-08-2013,3,3,15915,15918,1
35525,acquired,,1,01-07-2011,01-07-2011,1,0,15156,15156,1
35526,operating,,2,18-09-2013,06-05-2014,2,230,15966,16196,0
35527,operating,30000000,1,09-02-2012,09-02-2012,2,0,15379,15379,0
35528,operating,1250000,1,07-01-2010,07-01-2010,1,0,14616,14616,0
35529,operating,800000,1,01-08-2011,01-08-2011,6,0,15187,15187,0
35530,operating,190000,2,30-03-2012,10-09-2012,1,164,15429,15593,0
35531,operating,,1,05-05-2011,05-05-2011,1,0,15099,15099,0
35532,operating,10000000,3,16-10-2012,19-11-2015,12,1129,15629,16758,0
35533,operating,138533,1,01-06-2009,01-06-2009,1,0,14396,14396,0
35534,operating,1000000,1,01-01-2007,01-01-2007,1,0,13514,13514,0
35535,ipo,45795665,4,01-02-2001,30-06-2010,8,3436,11354,14790,1
35536,operating,120000,1,01-02-2008,01-02-2008,1,0,13910,13910,0
35537,ipo,255100000,3,22-11-1999,21-02-2012,1,4474,10917,15391,1
35538,acquired,540000,1,31-05-2001,31-05-2001,1,0,11473,11473,1
35539,operating,510000,1,07-05-2014,07-05-2014,1,0,16197,16197,0
35540,operating,10607806,3,08-07-2008,25-08-2010,5,778,14068,14846,0
35541,operating,115000000,8,30-08-2007,29-01-2015,30,2709,13755,16464,0
35542,operating,,1,10-07-2011,10-07-2011,2,0,15165,15165,0
35543,acquired,,1,01-10-2006,01-10-2006,1,0,13422,13422,1
35544,operating,250000,2,01-01-2013,01-05-2013,28,120,15706,15826,0
35545,operating,,1,31-07-2014,31-07-2014,1,0,16282,16282,0
35546,operating,,1,22-09-2015,22-09-2015,1,0,16700,16700,0
35547,operating,2100000,4,12-12-2011,01-05-2013,4,506,15320,15826,0
35548,closed,100000,1,20-05-2011,20-05-2011,1,0,15114,15114,0
35549,acquired,,1,10-04-2013,10-04-2013,1,0,15805,15805,1
35550,operating,50000,1,29-08-2013,29-08-2013,2,0,15946,15946,0
35551,closed,,1,01-01-2007,01-01-2007,1,0,13514,13514,0
35552,operating,20000000,3,01-11-2012,16-04-2015,14,896,15645,16541,0
35553,operating,,1,29-01-2013,29-01-2013,1,0,15734,15734,0
35554,operating,10085811.55,2,01-07-2012,01-10-2015,1,1187,15522,16709,0
35555,operating,100000,1,01-08-2014,01-08-2014,1,0,16283,16283,0
35556,operating,,1,01-07-2013,01-07-2013,2,0,15887,15887,0
35557,operating,5000000,2,01-09-2013,01-08-2014,1,334,15949,16283,0
35558,operating,41250,1,01-08-2015,01-08-2015,1,0,16648,16648,0
35559,operating,1461490.984,2,10-03-2014,25-02-2015,5,352,16139,16491,0
35560,operating,,1,01-07-2012,01-07-2012,1,0,15522,15522,0
35561,operating,1550000,1,26-02-2007,26-02-2007,3,0,13570,13570,0
35562,operating,10000000,2,01-11-2013,14-01-2014,2,74,16010,16084,0
35563,operating,6000000,1,01-01-2006,01-01-2006,1,0,13149,13149,0
35564,operating,897317,1,05-12-2014,05-12-2014,1,0,16409,16409,0
35565,operating,15212981,1,01-03-2011,01-03-2011,1,0,15034,15034,0
35566,operating,1585623.679,1,23-03-2012,23-03-2012,1,0,15422,15422,0
35567,operating,,1,01-05-2013,01-05-2013,1,0,15826,15826,0
35568,operating,,1,02-12-2009,02-12-2009,1,0,14580,14580,0
35569,operating,13343716,8,11-09-2006,25-08-2015,9,3270,13402,16672,0
35570,closed,2700000,2,11-09-2013,14-05-2014,1,245,15959,16204,0
35571,closed,,1,18-08-2008,18-08-2008,3,0,14109,14109,0
35572,operating,131400000,4,01-01-2013,03-09-2015,10,975,15706,16681,0
35573,closed,55100,1,01-05-2015,01-05-2015,1,0,16556,16556,0
35574,operating,,1,05-11-2014,05-11-2014,1,0,16379,16379,0
35575,operating,14650000,4,19-03-2010,18-05-2015,19,1886,14687,16573,0
35576,operating,7537500,4,01-04-2010,16-12-2013,3,1355,14700,16055,0
35577,ipo,,1,28-10-2004,28-10-2004,1,0,12719,12719,1
35578,operating,685000,2,01-01-2014,10-02-2014,3,40,16071,16111,0
35579,operating,5860000,1,15-11-2005,15-11-2005,2,0,13102,13102,0
35580,operating,,1,04-02-2014,04-02-2014,1,0,16105,16105,0
35581,operating,600000,3,13-05-2013,17-02-2015,5,645,15838,16483,0
35582,operating,4500000,2,29-10-2012,22-04-2015,8,905,15642,16547,0
35583,operating,260000,4,01-09-2009,01-08-2011,5,699,14488,15187,0
35584,closed,,1,11-04-2013,11-04-2013,1,0,15806,15806,0
35585,closed,,1,01-06-2015,01-06-2015,2,0,16587,16587,0
35586,operating,1700000,2,01-07-2008,21-03-2012,2,1359,14061,15420,0
35587,operating,450000,1,11-11-2015,11-11-2015,3,0,16750,16750,0
35588,operating,12500,2,01-11-2014,01-08-2015,2,273,16375,16648,0
35589,operating,18500000,1,12-09-2005,12-09-2005,4,0,13038,13038,0
35590,acquired,49000000,7,31-07-2001,06-04-2007,25,2075,11534,13609,1
35591,operating,110000000,2,03-10-2007,26-08-2009,2,693,13789,14482,0
35592,operating,600000,1,16-01-2014,16-01-2014,5,0,16086,16086,0
35593,closed,10000000,1,04-09-2012,04-09-2012,2,0,15587,15587,0
35594,operating,33509621,6,03-05-2009,15-09-2014,7,1961,14367,16328,0
35595,operating,262500,2,21-02-2012,29-03-2013,1,402,15391,15793,0
35596,operating,75500000,8,26-07-2004,20-05-2015,49,3950,12625,16575,0
35597,closed,750000,3,10-01-2012,07-11-2012,3,302,15349,15651,0
35598,operating,8000000,3,13-07-2009,11-10-2012,5,1186,14438,15624,0
35599,operating,120000000,2,01-01-2012,24-06-2013,2,540,15340,15880,0
35600,operating,100000,1,22-10-2015,22-10-2015,1,0,16730,16730,0
35601,operating,34933,1,03-09-2011,03-09-2011,1,0,15220,15220,0
35602,operating,55630000,2,01-01-2007,01-01-2008,2,365,13514,13879,0
35603,operating,13500000,1,14-08-2004,14-08-2004,1,0,12644,12644,0
35604,acquired,38700000,2,31-10-2006,20-07-2009,8,993,13452,14445,1
35605,operating,8000000,2,16-09-2013,20-10-2014,2,399,15964,16363,0
35606,closed,3330000,1,13-12-2007,13-12-2007,2,0,13860,13860,0
35607,operating,300000,1,22-09-2015,22-09-2015,1,0,16700,16700,0
35608,closed,,3,01-03-2009,08-04-2010,6,403,14304,14707,0
35609,acquired,6300000,2,07-04-2009,05-04-2010,3,363,14341,14704,1
35610,operating,1515251,1,07-04-2014,07-04-2014,1,0,16167,16167,0
35611,operating,265692385,12,23-01-2008,28-08-2015,36,2774,13901,16675,0
35612,operating,4350240,1,28-03-2006,28-03-2006,2,0,13235,13235,0
35613,operating,,1,01-01-2009,01-01-2009,1,0,14245,14245,0
35614,ipo,85919109,6,03-11-2005,23-10-2014,10,3276,13090,16366,1
35615,operating,1200000,1,06-04-2015,06-04-2015,2,0,16531,16531,0
35616,operating,25000,1,01-08-2012,01-08-2012,1,0,15553,15553,0
35617,operating,70000000,1,04-03-2014,04-03-2014,4,0,16133,16133,0
35618,closed,1700000,1,01-12-2011,01-12-2011,7,0,15309,15309,0
35619,operating,99000000,6,18-07-2013,14-05-2015,8,665,15904,16569,0
35620,operating,197638,3,01-10-2012,01-05-2014,3,577,15614,16191,0
35621,operating,,2,21-06-2012,29-07-2014,2,768,15512,16280,0
35622,closed,5000000,1,03-02-2005,03-02-2005,2,0,12817,12817,0
35623,operating,555975,2,05-03-2014,01-09-2014,4,180,16134,16314,0
35624,operating,17000000,1,17-03-2014,17-03-2014,2,0,16146,16146,0
35625,operating,495314228.8,9,05-11-2004,22-10-2015,25,4003,12727,16730,0
35626,operating,11900000,4,04-02-2008,28-05-2015,8,2670,13913,16583,0
35627,operating,5450000,1,21-02-2009,21-02-2009,2,0,14296,14296,0
35628,operating,,1,01-03-2002,01-03-2002,1,0,11747,11747,0
35629,operating,,1,01-01-2014,01-01-2014,1,0,16071,16071,0
35630,operating,50000,1,01-01-2009,01-01-2009,1,0,14245,14245,0
35631,operating,3000000,1,25-11-2013,25-11-2013,3,0,16034,16034,0
35632,closed,2000000,1,29-11-2007,29-11-2007,2,0,13846,13846,0
35633,acquired,267240,1,01-01-2011,01-01-2011,1,0,14975,14975,1
35634,operating,559018.3638,1,01-10-2015,01-10-2015,1,0,16709,16709,0
35635,operating,47500,1,01-03-2013,01-03-2013,3,0,15765,15765,0
35636,operating,4200000,1,16-04-2007,16-04-2007,1,0,13619,13619,0
35637,operating,7800000,3,25-07-2005,15-03-2010,7,1694,12989,14683,0
35638,closed,1500000,1,01-10-2013,01-10-2013,1,0,15979,15979,0
35639,closed,,1,14-03-2014,14-03-2014,8,0,16143,16143,0
35640,acquired,750000,3,01-12-2007,12-11-2010,1,1077,13848,14925,1
35641,operating,432979,3,15-11-2010,30-09-2011,2,319,14928,15247,0
35642,operating,15931,1,11-04-2015,11-04-2015,1,0,16536,16536,0
35643,operating,,1,26-11-2014,26-11-2014,1,0,16400,16400,0
35644,operating,31800000,3,22-08-2012,18-11-2015,3,1183,15574,16757,0
35645,operating,300000,1,05-11-2014,05-11-2014,1,0,16379,16379,0
35646,operating,20000,2,25-07-2013,31-08-2014,1,402,15911,16313,0
35647,operating,,1,23-06-2011,23-06-2011,1,0,15148,15148,0
35648,operating,730000,1,15-04-2013,15-04-2013,6,0,15810,15810,0
35649,operating,1235000,2,01-02-2015,17-08-2015,3,197,16467,16664,0
35650,acquired,15210000,5,10-06-2008,27-11-2013,3,1996,14040,16036,1
35651,acquired,89400001,4,21-01-2010,04-01-2012,13,713,14630,15343,1
35652,acquired,18000000,2,01-01-2004,16-10-2005,3,654,12418,13072,1
35653,operating,1000000,1,01-11-2010,01-11-2010,1,0,14914,14914,0
35654,closed,500000,1,01-06-2014,01-06-2014,1,0,16222,16222,0
35655,acquired,72000000,3,03-08-2007,16-11-2010,3,1201,13728,14929,1
35656,operating,250000,1,03-03-2014,03-03-2014,2,0,16132,16132,0
35657,operating,1988994,2,01-08-2013,01-08-2013,1,0,15918,15918,0
35658,operating,9615000,4,01-12-2011,16-03-2015,26,1201,15309,16510,0
35659,operating,310000,1,01-07-2014,01-07-2014,1,0,16252,16252,0
35660,closed,920000,1,01-02-2015,01-02-2015,1,0,16467,16467,0
35661,operating,,1,18-12-2013,18-12-2013,1,0,16057,16057,0
35662,operating,1045040,1,22-10-2012,22-10-2012,4,0,15635,15635,0
35663,operating,,1,01-07-2012,01-07-2012,1,0,15522,15522,0
35664,operating,14032336,1,09-01-2013,09-01-2013,2,0,15714,15714,0
35665,operating,50000,1,21-10-2010,21-10-2010,1,0,14903,14903,0
35666,acquired,57680000,4,10-01-2003,30-05-2008,11,1967,12062,14029,1
35667,operating,47697751,7,23-10-2005,20-02-2015,3,3407,13079,16486,0
35668,operating,,1,01-11-2015,01-11-2015,2,0,16740,16740,0
35669,acquired,,1,03-12-2008,03-12-2008,1,0,14216,14216,1
35670,operating,500000,2,09-03-2015,30-11-2015,6,266,16503,16769,0
35671,closed,3250000,1,15-12-2009,15-12-2009,2,0,14593,14593,0
35672,operating,,1,01-01-2012,01-01-2012,1,0,15340,15340,0
35673,operating,100000,2,01-01-2013,01-01-2013,2,0,15706,15706,0
35674,acquired,11500000,3,31-05-2011,30-04-2014,11,1065,15125,16190,1
35675,operating,65000,2,29-03-2013,30-09-2013,2,185,15793,15978,0
35676,acquired,54000000,1,27-06-2005,27-06-2005,9,0,12961,12961,1
35677,operating,1650000,2,04-06-2013,05-06-2013,11,1,15860,15861,0
35678,operating,,1,17-11-2014,17-11-2014,1,0,16391,16391,0
35679,operating,4000000,3,15-10-2013,10-03-2015,4,511,15993,16504,0
35680,operating,,1,01-01-2013,01-01-2013,1,0,15706,15706,0
35681,operating,120000,1,01-12-2014,01-12-2014,5,0,16405,16405,0
35682,operating,,1,06-01-2014,06-01-2014,1,0,16076,16076,0
35683,acquired,20000000,1,24-10-2011,24-10-2011,2,0,15271,15271,1
35684,operating,11000000,3,01-05-2013,31-03-2015,10,699,15826,16525,0
35685,operating,6028000,3,14-10-2009,13-01-2015,3,1917,14531,16448,0
35686,operating,2590000,2,01-02-2005,06-03-2006,6,398,12815,13213,0
35687,operating,3000000,2,25-04-2005,27-09-2011,2,2346,12898,15244,0
35688,operating,8500000,2,06-11-2007,15-09-2011,3,1409,13823,15232,0
35689,operating,98000,2,06-08-2013,12-09-2013,3,37,15923,15960,0
35690,operating,12100000,4,17-11-2009,29-09-2015,4,2142,14565,16707,0
35691,operating,120000,1,04-09-2014,04-09-2014,1,0,16317,16317,0
35692,operating,100000,1,01-02-2011,01-02-2011,1,0,15006,15006,0
35693,closed,500000,1,07-10-2009,07-10-2009,1,0,14524,14524,0
35694,operating,6500000,1,21-04-2008,21-04-2008,5,0,13990,13990,0
35695,closed,1434086.887,1,22-04-2015,22-04-2015,1,0,16547,16547,0
35696,operating,750000,1,01-01-2007,01-01-2007,2,0,13514,13514,0
35697,closed,13940000,3,23-10-2006,02-08-2010,3,1379,13444,14823,0
35698,acquired,30000000,2,24-05-2005,25-10-2006,7,519,12927,13446,1
35699,operating,16390,1,04-04-2015,04-04-2015,1,0,16529,16529,0
35700,operating,,1,28-08-2015,28-08-2015,1,0,16675,16675,0
35701,operating,454575,1,03-04-2014,03-04-2014,1,0,16163,16163,0
35702,operating,4900000,1,14-07-2015,14-07-2015,4,0,16630,16630,0
35703,operating,21300000,6,01-08-2007,11-02-2013,8,2021,13726,15747,0
35704,operating,57000000,1,21-05-2014,21-05-2014,1,0,16211,16211,0
35705,operating,26525002,4,26-09-2006,18-06-2012,7,2092,13417,15509,0
35706,operating,,2,01-12-2012,10-02-2014,2,436,15675,16111,0
35707,operating,7250000,4,17-04-2013,02-10-2014,5,533,15812,16345,0
35708,operating,1980881,3,21-08-2013,08-09-2015,1,748,15938,16686,0
35709,operating,2637628,2,09-02-2012,15-03-2015,3,1130,15379,16509,0
